"YEAR";"MONTH";"DAY";"T";"T_NIGHT";"T_DAY";"SWDOWN";"LWDOWN";"VPD";"RAIN";"WIND";"RN";"TSOIL";"GF";"QLE";"QH";"NEE";"RECO";"GPP"
2000;1;1;22.39;20.422;24.055;253.957;380.425;7.032;1.489;1.884;-9999;-9999;-4.08091;77.3066;21.5158;-1.42253;4.20024;5.62277
2000;1;2;22.406;21.011;23.586;246.314;382.622;5.349;4.225;1.134;-9999;-9999;-1.6553;58.5918;10.6391;-2.28202;4.19716;6.47918
2000;1;3;21.97;20.94;22.841;213.181;387.47;3.643;4.526;1.347;-9999;-9999;-13.1315;57.7583;12.4738;-1.71075;4.11662;5.82737
2000;1;4;21.186;20.528;21.743;171.224;389.362;3.401;6.865;1.839;-9999;-9999;-4.08091;77.3066;21.5158;-1.42253;3.97683;5.39936
2000;1;5;20.799;19.871;21.585;186.617;386.884;3.407;4.23;2.095;-9999;-9999;-1.6553;58.5918;10.6391;-2.28202;3.91024;6.19226
2000;1;6;21.272;20.199;22.179;199.408;390.131;4.161;3.862;1.717;-9999;-9999;-13.1315;57.7583;12.4738;-1.71075;3.99457;5.70532
2000;1;7;21.357;20.391;22.175;205.586;385.374;3.677;4.485;1.314;-9999;-9999;-4.08091;77.3066;21.5158;-1.42253;4.00824;5.43077
2000;1;8;20.942;20.119;21.639;181.543;389.299;3.073;5.117;1.453;-9999;-9999;-1.6553;58.5918;10.6391;-2.28202;3.93527;6.21728
2000;1;9;21.332;20.404;22.116;179.722;398.587;4.241;5.435;1.966;-9999;-9999;-13.1315;57.7583;12.4738;-1.71075;4.0044;5.71515
2000;1;10;21.688;20.422;22.759;198.344;396.217;6.807;1.229;3.239;-9999;-9999;-4.08091;77.3066;21.5158;-1.42253;4.07006;5.49259
2000;1;11;21.385;20.317;22.289;205.525;390.997;5.731;2.57;2.999;-9999;-9999;-1.6553;58.5918;10.6391;-2.28202;4.0155;6.29752
2000;1;12;21.005;20.432;21.491;153.15;401.051;4.052;4.578;2.624;-9999;-9999;-13.1315;57.7583;12.4738;-1.71075;3.9469;5.65765
2000;1;13;20.77;20.167;21.24;143.207;402.064;3.152;7.589;2.786;-9999;-9999;-4.08091;77.3066;21.5158;-1.42253;3.90429;5.32682
2000;1;14;20.932;20.137;21.605;141.931;404.99;2.698;11.011;3.535;-9999;-9999;-1.6553;58.5918;10.6391;-2.28202;3.93251;6.21453
2000;1;15;20.753;19.87;21.44;154.307;394.526;3.709;5.623;4.216;-9999;-9999;-13.1315;57.7583;12.4738;-1.71075;3.90161;5.61236
2000;1;16;22.915;21.21;24.241;263.889;378.167;8.563;1.495;2.546;-9999;-9999;-4.08091;77.3066;21.5158;-1.42253;4.29364;5.71617
2000;1;17;22.268;19.808;24.182;243.78;376.756;9.014;0.118;1.327;-9999;-9999;-1.6553;58.5918;10.6391;-2.28202;4.18067;6.46269
2000;1;18;22.421;20.353;24.031;244.602;381.407;7.88;0.532;1.053;-9999;-9999;-13.1315;57.7583;12.4738;-1.71075;4.20406;5.91481
2000;1;19;20.741;19.649;21.59;221.543;383.563;3.575;5.908;1.769;-9999;-9999;-4.08091;77.3066;21.5158;-1.42253;3.9008;5.32333
2000;1;20;19.927;19.249;20.455;139.947;396.387;2.8;4.481;1.7;-9999;-9999;-1.6553;58.5918;10.6391;-2.28202;3.75777;6.03979
2000;1;21;20.722;19.5;21.672;193.657;392.829;3.84;3.713;1.763;-9999;-9999;-13.1315;57.7583;12.4738;-1.71075;3.89816;5.60891
2000;1;22;20.354;19.096;21.332;181.791;388.461;3.266;4.663;1.368;-9999;-9999;-4.08091;77.3066;21.5158;-1.42253;3.83337;5.2559
2000;1;23;20.644;19.513;21.523;189.19;390.623;3.244;4.777;1.475;-9999;-9999;-1.6553;58.5918;10.6391;-2.28202;3.88395;6.16597
2000;1;24;20.941;19.749;21.868;210.792;388.687;4.139;3.886;1.592;-9999;-9999;-13.1315;57.7583;12.4738;-1.71075;3.93771;5.64846
2000;1;25;21.647;20.476;22.558;216.455;384.09;4.814;3.707;1.009;-9999;-9999;-4.08091;77.3066;21.5158;-1.42253;4.0627;5.48523
2000;1;26;21.348;20.267;22.189;210.495;383.625;4.412;4.85;0.975;-9999;-9999;-1.6553;58.5918;10.6391;-2.28202;4.00831;6.29033
2000;1;27;20.924;19.958;21.675;207.314;385.476;3.245;4.628;1.708;-9999;-9999;-13.1315;57.7583;12.4738;-1.71075;3.93208;5.64283
2000;1;28;20.947;20.106;21.601;179.143;393.193;3.454;4.81;1.645;-9999;-9999;-4.08091;77.3066;21.5158;-1.42253;3.93618;5.35871
2000;1;29;21.755;20.427;22.88;234.729;379.835;4.681;5.628;1.479;-9999;-9999;-1.6553;58.5918;10.6391;-2.28202;4.08133;6.36335
2000;1;30;23.711;21.298;25.588;274.959;376.734;9.631;1.154;1.684;-9999;-9999;-13.1315;57.7583;12.4738;-1.71075;4.44298;6.15373
2000;1;31;24.108;21.766;25.931;259.605;380.089;10.663;0.828;1.615;-9999;-9999;-4.08091;77.3066;21.5158;-1.42253;4.51282;5.93535
2000;2;1;22.715;20.993;24.173;256.359;378.793;6.595;3.042;1.599;-9999;-9999;-1.6553;58.5918;10.6391;-2.28202;4.25428;6.5363
2000;2;2;22.044;20.985;22.94;229.889;384.72;5.307;1.603;1.499;-9999;-9999;-13.1315;57.7583;12.4738;-1.71075;4.13197;5.84272
2000;2;3;21.522;20.557;22.338;209.192;388.676;4.365;6.403;1.416;-9999;-9999;-4.08091;77.3066;21.5158;-1.42253;4.03909;5.46162
2000;2;4;21.106;20.308;21.781;204.628;383.05;4.3;5.275;1.128;-9999;-9999;-1.6553;58.5918;10.6391;-2.28202;3.96519;6.24721
2000;2;5;21.455;20.125;22.581;223.985;380.529;4.609;4.526;1.082;-9999;-9999;-13.1315;57.7583;12.4738;-1.71075;4.02792;5.73868
2000;2;6;20.499;19.893;21.011;169.595;390.935;3.166;6.256;1.968;-9999;-9999;-4.08091;77.3066;21.5158;-1.42253;3.85743;5.27996
2000;2;7;20.493;19.79;21.088;176.691;388.504;2.808;5.244;2.324;-9999;-9999;-1.6553;58.5918;10.6391;-2.28202;3.85559;6.1376
2000;2;8;20.816;19.935;21.562;185.435;389.736;3.233;3.177;2.75;-9999;-9999;-13.1315;57.7583;12.4738;-1.71075;3.9134;5.62415
2000;2;9;21.237;20.552;21.817;182.134;392.016;4.301;2.565;2.633;-9999;-9999;-4.08091;77.3066;21.5158;-1.42253;3.98775;5.41028
2000;2;10;21.316;20.586;21.934;200.088;388.949;3.814;3.873;2.616;-9999;-9999;-1.6553;58.5918;10.6391;-2.28202;4.00103;6.28305
2000;2;11;21.187;20.35;21.895;190.601;392.059;3.81;3.822;2.542;-9999;-9999;-13.1315;57.7583;12.4738;-1.71075;3.97878;5.68953
2000;2;12;21.054;20.32;21.674;186.839;393.099;4.215;4.622;2.54;-9999;-9999;-4.08091;77.3066;21.5158;-1.42253;3.9556;5.37813
2000;2;13;20.956;20.18;21.613;187.978;393.801;3.547;3.843;2.236;-9999;-9999;-1.6553;58.5918;10.6391;-2.28202;3.93774;6.21976
2000;2;14;21.133;20.182;21.938;208.62;388.649;3.677;4.218;2.035;-9999;-9999;-13.1315;57.7583;12.4738;-1.71075;3.96891;5.67966
2000;2;15;21.228;20.385;21.942;161.665;396.315;3.124;6.951;2.439;-9999;-9999;-4.08091;77.3066;21.5158;-1.42253;3.98517;5.4077
2000;2;16;20.563;20.007;21.034;133.471;397.884;2.956;8.023;3.279;-9999;-9999;-1.6553;58.5918;10.6391;-2.28202;3.8679;6.14992
2000;2;17;20.222;19.653;20.702;147.353;395.352;2.791;7.132;2.819;-9999;23.279;-13.1315;57.7583;12.4738;-1.71075;3.80829;5.51904
2000;2;18;19.98;19.355;20.51;141.811;392.912;2.591;7.515;2.02;-9999;23.806;-4.08091;77.3066;21.5158;-1.42253;3.76673;5.18926
2000;2;19;20.523;19.423;21.453;180.307;388.156;3.299;5.467;1.998;-9999;24.14;-1.6553;58.5918;10.6391;-2.28202;3.86268;6.14469
2000;2;20;20.292;19.349;21.091;164.372;390.227;2.651;6.466;1.485;-9999;23.279;-13.1315;57.7583;12.4738;-1.71075;3.82145;5.5322
2000;2;21;20.362;19.405;21.172;169.653;390.508;3.221;5.61;0.915;-9999;23.806;-4.08091;77.3066;21.5158;-1.42253;3.83466;5.25719
2000;2;22;20.581;19.541;21.461;171.798;390.818;4.079;3.204;1.307;-9999;24.14;-1.6553;58.5918;10.6391;-2.28202;3.87483;6.15685
2000;2;23;20.45;19.592;21.175;163.202;389.742;3.856;4.42;1.285;-9999;23.279;-13.1315;57.7583;12.4738;-1.71075;3.85053;5.56128
2000;2;24;19.795;19.497;20.069;61.554;401.356;2.762;3.701;2.475;-9999;23.806;-4.08091;77.3066;21.5158;-1.42253;3.73393;5.15646
2000;2;25;20.404;19.579;21.163;97.297;399.91;3.581;4.698;3.499;-9999;24.14;-1.6553;58.5918;10.6391;-2.28202;3.84217;6.12418
2000;2;26;20.631;19.965;21.244;168.481;389.631;2.861;6.361;3.235;-9999;23.279;-13.1315;57.7583;12.4738;-1.71075;3.87973;5.59048
2000;2;27;22.069;20.735;23.296;222.42;384.194;5.228;1.703;3.118;-9999;23.806;-4.08091;77.3066;21.5158;-1.42253;4.13768;5.56021
2000;2;28;21.979;20.919;22.954;211.746;384.646;4.408;3.755;2.251;-9999;24.14;-1.6553;69.8775;12.3583;-2.61614;4.11876;6.7349
2000;2;29;21.911;20.778;22.954;211.746;385.226;4.305;4.416;2.214;-9999;23.297;-13.1315;69.6521;13.2492;-3.11296;4.10694;7.2199
2000;3;1;21.414;20.205;22.527;184.339;404.556;4.873;6.763;2.278;-9999;23.941;-14.1594;69.5931;11.8787;-3.30107;4.02181;7.32288
2000;3;2;21.188;19.777;22.486;137.683;402.074;5.324;7.656;1.753;96.3908723404;24.129;-10.3193;57.3855;8.83118;-0.623725;3.98854;4.61227
2000;3;3;20.495;19.863;21.076;98.759;407.951;1.8;6.704;1.729;70.8664583333;23.27;-13.2578;37.7326;10.8238;0.247429;3.84094;3.59351
2000;3;4;22.294;19.667;24.712;254.929;399.321;7.054;4.711;2.088;188.431608696;24.349;4.85367;109.061;42.8967;-1.85474;4.13328;5.98802
2000;3;5;22.585;19.903;25.053;267.176;386.428;8.942;6.704;2.497;173.533510638;24.797;3.38898;100.132;45.1483;-0.94631;4.31168;5.25799
2000;3;6;22.128;20.176;23.923;254.927;395.733;6.157;7.177;2.931;188.838595745;24.857;-1.83358;113.786;41.0316;-2.03377;4.57231;6.60608
2000;3;7;21.453;20.181;22.623;167.385;397.502;4.114;9.051;2.498;114.306583333;23.965;-5.84027;74.0292;20.935;0.0218227;4.92652;4.9047
2000;3;8;21.114;20;22.139;178.966;415.723;3.36;6.44;2.438;143.9626875;23.994;-4.75637;74.3831;22.9298;-0.211974;5.65231;5.86428
2000;3;9;19.95;19.216;20.627;100.343;413.767;1.647;4.374;1.677;81.4128125;22.518;-16.8549;45.4933;5.59928;1.31603;6.14041;4.82438
2000;3;10;18.981;18.754;19.19;68.798;408.797;0.771;3.576;1.995;53.7434468085;21.089;-11.626;29.3934;-2.8987;2.76517;6.19079;3.42562
2000;3;11;20.959;20.242;21.618;180.384;394.944;4.103;2.323;1.208;-9999;21.5;-11.7927;78.7899;3.03204;1.07614;6.78402;5.70788
2000;3;12;21.024;19.413;22.506;209.774;380.431;4.496;2.698;1.266;-9999;21.044;-11.5791;79.9487;3.77354;1.74109;6.80906;5.06797
2000;3;13;20.553;19.678;21.359;168.531;392.086;3.4;3.985;1.141;-9999;21.044;-11.5791;82.0226;13.3005;2.13697;6.662;4.52502
2000;3;14;20.923;19.927;21.839;152.323;396.341;3.861;2.353;1.733;-9999;22.398;-10.7987;83.1342;9.50942;1.76551;6.77252;5.00701
2000;3;15;21.158;20.398;21.858;176.041;390.012;4.399;4.347;2.683;-9999;21.775;-14.1922;79.9487;3.91836;1.74109;6.84475;5.10366
2000;3;16;21.961;20.603;23.21;217.756;388.665;5.648;2.391;2.572;-9999;21.07;-11.5939;82.0226;13.3005;2.13697;7.09333;4.95635
2000;3;17;21.497;20.295;22.603;199.158;387.747;4.277;3.763;1.431;-9999;22.398;-10.7987;83.1342;9.50942;1.76551;6.94893;5.18342
2000;3;18;21.055;20.247;21.797;176.641;388.199;3.279;6.471;1.32;-9999;21.775;-14.1922;79.9487;3.91836;1.74109;6.80922;5.06813
2000;3;19;21.034;19.848;22.125;197.546;380.575;4.058;4.416;1.733;-9999;21.07;-11.5939;82.0226;13.3005;2.13697;6.80893;4.67195
2000;3;20;20.779;19.635;21.83;196.769;384.891;3.516;6.397;2.014;-9999;22.398;-10.7987;83.1342;9.50942;1.76551;6.72908;4.96357
2000;3;21;21.108;19.922;22.199;201.633;377.549;3.941;3.186;2.212;-9999;21.775;-14.1922;79.9487;3.91836;1.74109;6.83031;5.08921
2000;3;22;21.534;20.355;22.619;205.024;380.936;4.328;3.623;2.587;-9999;21.07;-11.5939;82.0226;13.3005;2.13697;6.95876;4.82179
2000;3;23;22.328;20.948;23.598;206.82;385.211;6.596;0.789;3.061;-9999;22.398;-10.7987;83.1342;9.50942;1.76551;7.20451;5.439
2000;3;24;22.056;20.776;23.233;204.735;381.991;5.98;1.392;2.756;-9999;21.775;-14.1922;79.9487;3.91836;1.74109;7.11856;5.37747
2000;3;25;21.75;20.502;22.898;218.87;375.511;5.534;2.139;2.064;-9999;21.07;-11.5939;82.0226;13.3005;2.13697;7.0266;4.88962
2000;3;26;21.607;20.153;23.062;235.863;368.574;5.916;2.604;1.853;-9999;22.398;-10.7987;83.1342;9.50942;1.76551;6.9882;5.22269
2000;3;27;21.203;19.661;22.746;224.93;370.216;5.032;2.739;1.885;-9999;21.775;-14.1922;79.9487;3.91836;1.74109;6.86341;5.12232
2000;3;28;21.047;19.525;22.569;212.655;375.087;4.592;4.772;1.767;-9999;21.07;-11.5939;82.0226;13.3005;2.13697;6.81703;4.68006
2000;3;29;21.984;20.135;23.834;232.312;373.956;6.909;3.051;2.249;-9999;22.398;-10.7987;83.1342;9.50942;1.76551;7.10929;5.34378
2000;3;30;22.112;20.668;23.557;245.456;368.64;6.898;2.518;1.907;-9999;21.775;-14.1922;79.9487;3.91836;1.74109;7.14323;5.40214
2000;3;31;21.604;20.006;23.202;232.228;368.386;5.22;4.171;1.696;-9999;21.07;-11.5939;82.0226;13.3005;2.13697;6.9846;4.84762
2000;4;1;21.795;20.246;23.344;231.266;368.483;5.81;4.1;2.478;-9999;22.398;-10.7987;83.1342;9.50942;1.76551;7.04205;5.27654
2000;4;2;22.798;21.039;24.557;264.928;364.833;10.111;0.001;2.853;-9999;21.775;-14.1922;79.9487;3.91836;1.74109;7.35726;5.61617
2000;4;3;22.503;20.64;24.367;264.202;363.044;9.818;0;2.407;-9999;21.07;-11.5939;82.0226;13.3005;2.13697;7.26723;5.13025
2000;4;4;22.596;20.762;24.429;242.338;369.223;9.747;0.094;1.986;-9999;22.398;-10.7987;83.1342;9.50942;1.76551;7.29324;5.52773
2000;4;5;21.23;19.629;22.832;218.503;363.608;6.141;3.111;1.915;-9999;21.775;-14.1922;79.9487;3.91836;1.74109;6.86959;5.1285
2000;4;6;21.291;19.354;23.228;231.077;359.003;7.459;0.807;2.155;-9999;21.07;-11.5939;82.0226;13.3005;2.13697;6.89596;4.75898
2000;4;7;20.997;19.247;22.748;213.778;363.73;6.983;0.9;2.055;-9999;22.398;-10.7987;83.1342;9.50942;1.76551;6.80589;5.04037
2000;4;8;21.381;20.012;22.751;194.138;374.036;6.08;1.874;2.238;-9999;21.775;-14.1922;79.9487;3.91836;1.74109;6.91598;5.17488
2000;4;9;22.142;20.835;23.448;191.745;383.003;7.905;0.426;2.253;-9999;21.07;-11.5939;82.0226;13.3005;2.13697;7.14939;5.01241
2000;4;10;22.597;21.256;23.939;198.178;381.494;8.995;0.571;2.522;-9999;22.398;-10.7987;83.1342;9.50942;1.76551;7.28815;5.52264
2000;4;11;22.156;20.86;23.451;196.72;377.102;8.266;0.281;2.623;-9999;21.775;-14.1922;79.9487;3.91836;1.74109;7.15283;5.41173
2000;4;12;22.04;20.669;23.41;198.309;383.888;7.503;0.4;2.484;-9999;21.07;-11.5939;82.0226;13.3005;2.13697;7.11692;4.97994
2000;4;13;21.208;19.866;22.55;217.506;362.853;6.545;1.284;2.04;-9999;22.398;-10.7987;83.1342;9.50942;1.76551;6.86281;5.0973
2000;4;14;21.407;18.973;23.84;251.888;351.767;8.956;0.232;2.198;-9999;21.775;-14.1922;79.9487;3.91836;1.74109;6.93903;5.19794
2000;4;15;21.9;19.993;23.807;235.619;364.533;9.583;0.543;1.85;-9999;21.07;-11.5939;82.0226;13.3005;2.13697;7.08528;4.9483
2000;4;16;22.067;20.534;23.6;225.391;367.516;8.703;1.399;2.095;-9999;22.398;-10.7987;83.1342;9.50942;1.76551;7.12609;5.36057
2000;4;17;21.75;19.848;23.652;235.759;359.932;8.516;0.083;2.317;-9999;21.775;-14.1922;79.9487;3.91836;1.74109;7.03633;5.29524
2000;4;18;21.914;20.255;23.572;224.504;362.563;8.86;0.404;2.345;-9999;21.07;-11.5939;82.0226;13.3005;2.13697;7.08475;4.94777
2000;4;19;21.434;20.047;22.821;213.499;364.072;6.978;1.248;2.661;-9999;22.398;-10.7987;83.1342;9.50942;1.76551;6.93055;5.16504
2000;4;20;20.831;19.059;22.604;224.064;359.349;6.475;0.764;2.484;-9999;21.775;-14.1922;79.9487;3.91836;1.74109;6.75388;5.01279
2000;4;21;21.257;19.113;23.401;226.148;357.421;8.163;0.343;2.029;-9999;21.07;-11.5939;82.0226;13.3005;2.13697;6.89057;4.75359
2000;4;22;21.343;18.974;23.712;228.084;353.519;9.652;0.195;2.073;-9999;22.398;-10.7987;83.1342;9.50942;1.76551;6.91776;5.15224
2000;4;23;21.109;18.519;23.699;228.749;346.609;10.16;0;2.334;-9999;21.775;-14.1922;79.9487;3.91836;1.74109;6.84996;5.10887
2000;4;24;21.107;18.371;23.842;251.741;336.885;11.422;0;2.35;-9999;21.07;-11.5939;82.0226;13.3005;2.13697;6.85249;4.71551
2000;4;25;20.767;18.098;23.435;258.771;323.712;12.342;0;2.338;-9999;22.398;-10.7987;83.1342;9.50942;1.76551;6.75419;4.98868
2000;4;26;20.792;18.056;23.529;256.476;327.065;11.338;0;2.24;-9999;21.775;-14.1922;79.9487;3.91836;1.74109;6.75954;5.01845
2000;4;27;20.472;17.592;23.352;242.742;330.729;11.477;0;2.258;-9999;21.07;-11.5939;82.0226;13.3005;2.13697;6.67233;4.53535
2000;4;28;22.267;20.128;24.405;240.636;353.901;12.493;0;2.713;-9999;22.398;-10.7987;83.1342;9.50942;1.76551;7.19966;5.43415
2000;4;29;22.348;21.183;23.512;212.03;364.034;11.221;0.333;3.523;-9999;21.775;-14.1922;79.9487;3.91836;1.74109;7.21133;5.47024
2000;4;30;21.527;19.971;23.084;243.217;345.285;11.168;0;3.258;-9999;21.07;-11.5939;82.0226;13.3005;2.13697;6.96474;4.82776
2000;5;1;20.034;17.945;22.123;249.125;324.384;10.129;0;2.481;-9999;22.398;-10.7987;83.1342;9.50942;1.76551;6.52349;4.75797
2000;5;2;19.836;17.325;22.347;246.749;325.79;9.835;0;2.143;-9999;21.775;-14.1922;79.9487;3.91836;1.74109;6.47575;4.73466
2000;5;3;20.678;18.244;23.112;245.797;327.895;11.62;0;1.868;-9999;21.07;-11.5939;82.0226;13.3005;2.13697;6.74436;4.60738
2000;5;4;21.963;19.515;24.412;226.572;342.324;12.263;0;1.575;-9999;22.398;-10.7987;83.1342;9.50942;1.76551;7.1327;5.36719
2000;5;5;20.989;18.355;23.624;212.915;346.796;9.28;0.231;2.006;-9999;21.775;-14.1922;79.9487;3.91836;1.74109;6.81641;5.07532
2000;5;6;20.986;18.565;23.408;206.276;355.171;8.586;0.654;2.216;-9999;21.07;-11.5939;82.0226;13.3005;2.13697;6.8139;4.67692
2000;5;7;20.939;19.338;22.539;192.461;360.565;6.512;1.213;2.315;-9999;22.398;-10.7987;83.1342;9.50942;1.76551;6.78416;5.01865
2000;5;8;20.711;19.099;22.323;192.189;360.685;6.057;1.287;2.276;-9999;21.775;-14.1922;79.9487;3.91836;1.74109;6.71559;4.9745
2000;5;9;20.301;19.07;21.531;177.954;362.897;6.381;0.945;2.603;-9999;21.07;-11.5939;82.0226;13.3005;2.13697;6.58978;4.4528
2000;5;10;19.313;18.308;20.318;163.798;360.626;5.117;1.864;2.604;-9999;22.398;-10.7987;83.1342;9.50942;1.76551;6.29251;4.527
2000;5;11;18.882;18.097;19.667;121.892;375.426;4.684;0.973;2.475;-9999;21.775;-14.1922;79.9487;3.91836;1.74109;6.16511;4.42402
2000;5;12;19.627;18.361;20.894;157.306;368.149;6.627;0.32;2.735;-9999;21.07;-11.5939;82.0226;13.3005;2.13697;6.38984;4.25286
2000;5;13;19.267;18.165;20.368;159.269;365.709;7.59;0.044;3.203;-9999;22.398;-10.7987;83.1342;9.50942;1.76551;6.28313;4.51762
2000;5;14;19.065;17.68;20.45;175.534;353.356;8.289;0;2.541;-9999;21.775;-14.1922;79.9487;3.91836;1.74109;6.23351;4.49241
2000;5;15;19.844;18.172;21.517;183.696;350.321;9.881;0;2.415;-9999;21.07;-11.5939;82.0226;13.3005;2.13697;6.46122;4.32425
2000;5;16;19.58;17.5;21.66;226.489;329.649;9.94;0;2.422;-9999;22.398;-10.7987;83.1342;9.50942;1.76551;6.3919;4.62638
2000;5;17;19.281;17.173;21.39;228.012;323.573;9.57;0;2.262;-9999;21.775;-14.1922;79.9487;3.91836;1.74109;6.30481;4.56372
2000;5;18;19.209;17.045;21.372;226.331;321.915;9.403;0;2.246;-9999;21.07;-11.5939;82.0226;13.3005;2.13697;6.2839;4.14692
2000;5;19;19.411;17.206;21.616;225.293;324.305;9.809;0;2.45;-9999;22.398;-10.7987;83.1342;9.50942;1.76551;6.34303;4.57752
2000;5;20;19.625;17.638;21.785;224.211;324.489;10.276;0;2.472;-9999;21.775;-14.1922;79.9487;3.91836;1.74109;6.40684;4.66574
2000;5;21;19.486;17.421;21.731;223.931;323.94;9.973;0;2.262;-9999;21.07;-11.5939;82.0226;13.3005;2.13697;6.36685;4.22987
2000;5;22;19.223;16.857;21.795;222.861;322.804;9.717;0;2.025;-9999;22.398;-10.7987;83.1342;9.50942;1.76551;6.29515;4.52964
2000;5;23;18.982;16.358;21.834;222.445;321.858;10.154;0;1.732;-9999;21.775;-14.1922;79.9487;3.91836;1.74109;6.2381;4.49701
2000;5;24;19.347;16.693;22.232;222.153;322.254;10.813;0;1.661;-9999;21.07;-11.5939;82.0226;13.3005;2.13697;6.34755;4.21058
2000;5;25;19.386;16.698;22.308;222.817;317.698;11.204;0;1.68;-9999;22.398;-10.7987;83.1342;9.50942;1.76551;6.36602;4.60051
2000;5;26;19.99;17.564;22.626;221.23;317.173;12.2;0;1.473;-9999;21.775;-14.1922;79.9487;3.91836;1.74109;6.54991;4.80882
2000;5;27;21.159;19.598;22.857;219.04;320.564;13.708;0;0.824;-9999;21.07;-11.5939;82.0226;13.3005;2.13697;6.88557;4.7486
2000;5;28;21.399;19.943;22.982;217.65;324.147;13.758;0;0.722;-9999;22.398;-10.7987;83.1342;9.50942;1.76551;6.95559;5.19008
2000;5;29;20.437;17.992;23.094;210.251;329.23;12.653;0;1.756;-9999;21.775;-14.1922;79.9487;3.91836;1.74109;6.66655;4.92546
2000;5;30;19.626;16.862;22.63;207.585;325.457;12.408;0;2.202;-9999;21.07;-11.5939;82.0226;13.3005;2.13697;6.42187;4.28489
2000;5;31;19.154;16.686;21.837;210.907;313.888;12.876;0;2.467;-9999;22.398;-10.7987;83.1342;9.50942;1.76551;6.27767;4.51216
2000;6;1;19.221;17.437;21.159;215.308;318.294;12.503;0;2.721;-9999;21.775;-14.1922;79.9487;3.91836;1.74109;6.29214;4.55105
2000;6;2;18.672;16.912;20.585;214.879;311.53;12.342;0;2.465;-9999;21.07;-11.5939;82.0226;13.3005;2.13697;6.1205;3.98352
2000;6;3;17.798;15.621;20.164;214.357;306.449;11.51;0;1.959;-9999;22.398;-10.7987;83.1342;9.50942;1.76551;5.88151;4.116
2000;6;4;18.303;16.229;20.557;212.275;314.443;11.536;0;2.095;-9999;21.775;-14.1922;79.9487;3.91836;1.74109;6.03705;4.29596
2000;6;5;19.72;18.553;20.988;187.325;347.963;12.857;0;2.386;-9999;21.07;-11.5939;82.0226;13.3005;2.13697;6.42209;4.28511
2000;6;6;18.429;17.445;19.499;143.919;353.02;9.988;0;2.377;-9999;22.398;-10.7987;83.1342;9.50942;1.76551;6.03907;4.27356
2000;6;7;17.717;16.451;19.093;152.129;347.167;7.115;0.258;1.51;-9999;21.775;-14.1922;79.9487;3.91836;1.74109;5.84013;4.09904
2000;6;8;18.125;16.41;19.99;177.619;342.136;7.255;0;1.607;-9999;21.07;-11.5939;82.0226;13.3005;2.13697;5.96528;3.8283
2000;6;9;18.529;17.017;20.174;157.952;345.073;7.24;0.264;1.818;-9999;22.398;-21.0634;83.1342;9.50942;1.76551;6.07971;4.3142
2000;6;10;18.913;17.146;20.834;155.71;342.415;7.911;0.102;2;-9999;21.775;-9999;79.9487;3.91836;1.74109;6.19093;4.44983
2000;6;11;18.801;16.667;21.122;172.949;334.219;9.905;0;2.174;-9999;21.07;-9999;82.0226;13.3005;2.13697;6.16468;4.0277
2000;6;12;18.701;16.869;20.691;193.016;327.272;11.186;0;2.383;-9999;22.398;-9999;83.1342;9.50942;1.76551;6.13724;4.37173
2000;6;13;19.425;17.677;21.325;185.03;332.513;11.263;0;2.602;-9999;21.775;-9999;79.9487;3.91836;1.74109;6.33916;4.59807
2000;6;14;18.143;16.321;20.124;208.891;306.026;10.967;0;2.609;-9999;21.07;-9999;82.0226;13.3005;2.13697;5.97307;3.83609
2000;6;15;18.495;16.721;20.424;204.3;317.859;10.821;0;2.71;-9999;22.398;-9999;83.1342;9.50942;1.76551;6.07587;4.31036
2000;6;16;19.11;17.139;21.252;174.697;337.749;11.444;0;2.451;-9999;21.775;-9999;79.9487;3.91836;1.74109;6.25091;4.50981
2000;6;17;19.057;17.476;20.776;103.991;361.001;10.632;0;1.986;-9999;21.07;-9999;82.0226;13.3005;2.13697;6.23392;4.09694
2000;6;18;20.3;19.003;21.596;125.542;374.142;12.356;0;2.11;-9999;22.398;-9999;83.1342;9.50942;1.76551;6.58923;4.82372
2000;6;19;20.047;18.853;21.24;112.398;371.403;11.96;0.132;1.933;-9999;21.775;-9999;79.9487;3.91836;1.74109;6.51166;4.77057
2000;6;20;19.777;18.044;21.51;143.417;355.625;10.625;0;1.989;-9999;21.07;-9999;82.0226;13.3005;2.13697;6.44012;4.30314
2000;6;21;19.032;17.12;20.943;145.165;347.644;8.694;0.044;1.793;-9999;22.398;-9999;83.1342;9.50942;1.76551;6.22594;4.46042
2000;6;22;19.122;16.65;21.595;180.858;335.811;9.637;0;1.718;-9999;21.775;-9999;79.9487;3.91836;1.74109;6.26689;4.5258
2000;6;23;19.634;16.959;22.308;182.989;339.719;11.38;0;1.832;-9999;21.07;-9999;82.0226;13.3005;2.13697;6.42487;4.28789
2000;6;24;20.533;18.384;22.681;188.652;334.037;13.594;0;2.457;-9999;22.398;-9999;83.1342;9.50942;1.76551;6.67611;4.9106
2000;6;25;20.313;18.619;22.007;195.834;329.512;13.582;0;2.752;-9999;21.775;-9999;79.9487;3.91836;1.74109;6.60752;4.86643
2000;6;26;19.826;18.195;21.456;204.561;321.184;12.198;0;2.963;-9999;21.07;-9999;82.0226;13.3005;2.13697;6.4588;4.32182
